Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Yersinia pestis	Q9ZC61	P04275
Yersinia pestis	Q9ZC61	P02452
Yersinia pestis	Q9ZC61	Q92851
Yersinia pestis	Q9ZC61	P63104
Yersinia pestis	Q9ZC61	Q9NUG4
Yersinia pestis	Q9ZC54	P01732
Yersinia pestis	Q9ZC54	P29350
Yersinia pestis	Q9ZC54	Q7Z4H7
Yersinia pestis	Q9ZC54	Q7Z3U7
Yersinia pestis	Q9ZC54	P16455
Yersinia pestis	Q9ZC54	Q9BSJ8
Yersinia pestis	Q9ZC54	A4D0U5
Yersinia pestis	Q9ZC54	P32455
Yersinia pestis	Q9ZC54	Q14192
Yersinia pestis	Q9ZC54	P45880
Yersinia pestis	Q9ZC51	Q01459
Yersinia pestis	Q9ZC51	Q8NDI1
Yersinia pestis	Q9ZC51	P17931
Yersinia pestis	Q9ZC51	Q9BSJ8
Yersinia pestis	Q9ZC51	Q9NY15
Yersinia pestis	Q9ZC51	P19338
Yersinia pestis	Q9ZC51	P26010
Yersinia pestis	Q9ZC51	Q14686
Yersinia pestis	Q9ZC51	P01857
Yersinia pestis	Q9ZC51	A4D0U5
Yersinia pestis	Q9ZC50	Q9NP66
Yersinia pestis	Q9ZC50	O75197
Yersinia pestis	Q9ZC50	Q9Y6X8
Yersinia pestis	Q9ZC50	P28290
Yersinia pestis	Q9ZC50	Q7Z4H7
Yersinia pestis	Q9ZC50	P26641
Yersinia pestis	Q9ZC50	Q01459
Yersinia pestis	Q9ZC50	O94842
Yersinia pestis	Q9ZC50	P16455
Yersinia pestis	Q9ZC50	P78364
Yersinia pestis	Q9ZC50	P10826
Yersinia pestis	Q9ZC50	P46063
Yersinia pestis	Q9ZC50	O15143
Yersinia pestis	Q9ZC50	P01877
Yersinia pestis	Q9ZC50	Q14571
Yersinia pestis	Q9ZC50	Q14568
Yersinia pestis	Q9ZC50	Q9H078
Yersinia pestis	Q9ZC50	Q9NX63
Yersinia pestis	Q9ZC50	Q2TAL8
Yersinia pestis	Q9ZC50	A4D0U5
Yersinia pestis	Q9ZC50	P18583
Yersinia pestis	Q9ZC50	Q9Y5P3
Yersinia pestis	Q9ZC50	Q6PKC3
Yersinia pestis	Q9ZC50	P13639
Yersinia pestis	Q9ZC50	P11474
Yersinia pestis	Q9ZC50	Q9BSJ8
Yersinia pestis	Q9ZC50	P19838
Yersinia pestis	Q9ZC50	Q8N131
Yersinia pestis	Q9ZC50	P20339
Yersinia pestis	Q9ZC50	P02452
Yersinia pestis	Q9ZC29	Q9BSJ8
Yersinia pestis	Q9ZC29	P25025
Yersinia pestis	Q9ZC29	P11474
Yersinia pestis	Q9ZC29	Q92851
Yersinia pestis	Q9ZC29	Q9NY15
Yersinia pestis	Q9ZC29	P46063
Yersinia pestis	Q9ZC29	P10826
Yersinia pestis	Q9ZC29	P46531
Yersinia pestis	Q9ZC29	Q4G0J3
Yersinia pestis	Q9ZC29	Q15751
Yersinia pestis	Q9Z3B4	Q92851
Yersinia pestis	Q9Z3B4	Q9UGI8
Yersinia pestis	Q9Z3B4	Q96A84
Yersinia pestis	Q9Z3B4	P01871
Yersinia pestis	Q9Z3B4	P20073
Yersinia pestis	Q9Z3B4	Q8NAV2
Yersinia pestis	Q9Z3B4	Q16769
Yersinia pestis	Q9Z3B4	P19338
Yersinia pestis	Q9Z3B4	B2R4P9
Yersinia pestis	Q9Z3B4	P01848
Yersinia pestis	Q9Z3B4	Q9BSJ8
Yersinia pestis	Q9Z3B4	Q05084
Yersinia pestis	Q9Z3B4	O00233
Yersinia pestis	Q9Z3B4	P20339
Yersinia pestis	Q9Z3B4	P26010
Yersinia pestis	Q9Z3B4	A4D0U5
Yersinia pestis	Q9Z3B4	A8K3M3
Yersinia pestis	Q9Z3B4	Q14192
Yersinia pestis	Q9Z3B4	P46379
Yersinia pestis	Q9Z3B4	Q9UKY1
Yersinia pestis	Q9Z381	Q15388
Yersinia pestis	Q9Z381	Q66PJ3
Yersinia pestis	Q9Z381	Q4LDE5
Yersinia pestis	Q9Z381	Q14192
Yersinia pestis	Q9Z381	Q9BY50
Yersinia pestis	Q9Z381	P27824
Yersinia pestis	Q9Z381	P84243
Yersinia pestis	Q9Z381	P17931
Yersinia pestis	Q9Z381	Q02297
Yersinia pestis	Q9Z381	P62258
Yersinia pestis	Q9Z381	Q7Z4H7
Yersinia pestis	Q9Z381	O94842
Yersinia pestis	Q9Z381	Q14692
Yersinia pestis	Q9Z381	Q8NA92
Yersinia pestis	Q9Z381	P15260
Yersinia pestis	Q9Z381	Q8IZH2
Yersinia pestis	Q9Z381	Q9BSJ8
Yersinia pestis	Q9Z381	Q9NP66
Yersinia pestis	Q9Z381	Q3MIN7
Yersinia pestis	Q9Z381	P31153
Yersinia pestis	Q9Z375	Q8N2S1
Yersinia pestis	Q9Z375	P84243
Yersinia pestis	Q9Z375	P49585
Yersinia pestis	Q9Z375	P01877
Yersinia pestis	Q9Z375	Q9H078
Yersinia pestis	Q9Z375	Q14686
Yersinia pestis	Q9Z375	P46379
Yersinia pestis	Q9Z375	B2R4P9
Yersinia pestis	Q9Z375	Q9NUG4
Yersinia pestis	Q9Z375	Q16769
Yersinia pestis	Q9Z375	Q7Z3K3
Yersinia pestis	Q9Z375	Q9BSJ8
Yersinia pestis	Q9Z375	P55287
Yersinia pestis	Q9Z375	P07237
Yersinia pestis	Q9Z375	P42166
Yersinia pestis	Q9Z375	O14901
Yersinia pestis	Q9Z375	Q9ULF5
Yersinia pestis	Q9Z375	Q9NY15
Yersinia pestis	Q9Z375	O94842
Yersinia pestis	Q9Z375	P61604
Yersinia pestis	Q9Z375	Q14571
Yersinia pestis	Q9Z375	O75197
Yersinia pestis	Q9Z375	Q02297
Yersinia pestis	Q9Z375	P11474
Yersinia pestis	Q9Z375	A4D1N4
Yersinia pestis	Q9Z375	P17931
Yersinia pestis	Q9Z375	P50416
Yersinia pestis	Q9Z375	Q9H2K8
Yersinia pestis	Q9Z375	O60318
Yersinia pestis	Q9Z375	P18031
Yersinia pestis	Q9Z373	Q9H0N0
Yersinia pestis	Q9Z373	Q96DI7
Yersinia pestis	Q9Z373	O43451
Yersinia pestis	Q9Z373	P01892
Yersinia pestis	Q9Z373	Q9UL46
Yersinia pestis	Q9Z373	O60244
Yersinia pestis	Q9Z373	P49792
Yersinia pestis	Q9Z373	P00533
Yersinia pestis	Q9Z373	O94851
Yersinia pestis	Q9Z373	Q15599
Yersinia pestis	Q9Z373	Q27J81
Yersinia pestis	Q9Z373	Q86SE9
Yersinia pestis	Q9Z373	Q6ZNJ1
Yersinia pestis	Q9Z373	Q8IWU5
Yersinia pestis	Q9Z373	A6NH11
Yersinia pestis	Q9Z373	Q13588
Yersinia pestis	Q9Z373	Q99967
Yersinia pestis	Q9Z373	Q8IY57
Yersinia pestis	Q9Z373	Q8NFP7
Yersinia pestis	Q9Z373	O00478
Yersinia pestis	Q9Z373	O15230
Yersinia pestis	Q9Z373	P30519
Yersinia pestis	Q9Z373	Q9UBE0
Yersinia pestis	Q9Z373	Q14573
Yersinia pestis	Q9Z373	P50453
Yersinia pestis	Q9Z373	O75970
Yersinia pestis	Q9Z373	P52569
Yersinia pestis	Q9Z373	Q8TEQ0
Yersinia pestis	Q9Z373	Q96LW1
Yersinia pestis	Q9Z373	Q99518
Yersinia pestis	Q9Z373	Q96AE4
Yersinia pestis	Q9Z373	Q7L014
Yersinia pestis	Q9Z373	Q6P2Q9
Yersinia pestis	Q9Z373	Q13620
Yersinia pestis	Q9Z373	Q92556
Yersinia pestis	Q9Z373	O14827
Yersinia pestis	Q9Z373	Q4LDE5
Yersinia pestis	Q9Z373	D6W5D9
Yersinia pestis	Q9Z373	Q8NDX5
Yersinia pestis	Q9Z373	O00116
Yersinia pestis	Q9Z373	P23769
Yersinia pestis	Q9Z373	O75368
Yersinia pestis	Q9Z373	P00367
Yersinia pestis	Q9Z373	Q9UJW9
Yersinia pestis	Q9Z373	Q8TB72
Yersinia pestis	Q9Z373	P14866
Yersinia pestis	Q9Z373	Q6DKK2
Yersinia pestis	Q9Z373	Q15020
Yersinia pestis	Q9Z373	Q9Y3A5
Yersinia pestis	Q9Z373	Q9NVV2
Yersinia pestis	Q9X6B7	Q9UKY1
Yersinia pestis	Q9X6B7	P04233
Yersinia pestis	Q9X6B7	O94913
Yersinia pestis	Q9X6B7	B2R4P9
Yersinia pestis	Q9X6B7	Q8N131
Yersinia pestis	Q9X6B7	A8K3M3
Yersinia pestis	Q9X6B7	Q7Z3K3
Yersinia pestis	Q9X6B7	P35813
Yersinia pestis	Q9X6B7	P63104
Yersinia pestis	Q9X6B7	P46063
Yersinia pestis	Q9X6B0	Q08117
Yersinia pestis	Q9X6B0	Q5RIA9
Yersinia pestis	Q9X6B0	Q4LDE5
Yersinia pestis	Q9X6B0	P04233
Yersinia pestis	Q9X6B0	Q9BSJ8
Yersinia pestis	Q9X6B0	Q02297
Yersinia pestis	Q9X6B0	Q01459
Yersinia pestis	Q9X6B0	Q9NUG4
Yersinia pestis	Q9X6B0	P01857
Yersinia pestis	Q9X6B0	A4D0U5
Yersinia pestis	Q9X6B0	P17931
Yersinia pestis	Q9X6B0	P02452
Yersinia pestis	Q9X6B0	Q9UGI8
Yersinia pestis	Q9X6B0	P61604
Yersinia pestis	Q9X6B0	Q9H2K8
Yersinia pestis	Q9X5X6	Q92888
Yersinia pestis	Q9X5X6	Q92541
Yersinia pestis	Q9X5X6	P26641
Yersinia pestis	Q9X5X6	P28290
Yersinia pestis	Q9X5X6	A4D1N4
Yersinia pestis	Q9X5X6	P30480
Yersinia pestis	Q9X5X6	P02452
Yersinia pestis	Q9X5X6	Q05084
Yersinia pestis	Q9X5X6	P41279
Yersinia pestis	Q9X5X6	Q9H4A3
Yersinia pestis	Q9X5X6	Q01459
Yersinia pestis	Q9X5X6	Q02297
Yersinia pestis	Q9X5X6	P29350
Yersinia pestis	Q9X5X6	Q9BSJ8
Yersinia pestis	Q9X5X6	A8K3M3
Yersinia pestis	Q9X5X6	P26010
Yersinia pestis	Q9X5X6	P61604
Yersinia pestis	Q9X5X6	Q14568
Yersinia pestis	Q9X5X6	Q9NY15
Yersinia pestis	Q9X5X6	P01871
Bacillus anthracis	Q9X367	A4D0U5
Bacillus anthracis	Q9X367	Q9NQB0
Bacillus anthracis	Q9X367	B2R4P9
Bacillus anthracis	Q9X367	Q6NZ36
Bacillus anthracis	Q9X367	Q9NP66
Bacillus anthracis	Q9X367	P04233
Bacillus anthracis	Q9X367	P04275
Bacillus anthracis	Q9X367	Q13838
Bacillus anthracis	Q9X367	O75197
Bacillus anthracis	Q9X367	Q9H4A3
Bacillus anthracis	Q9X365	O14901
Bacillus anthracis	Q9X365	Q9UBK9
Bacillus anthracis	Q9X365	Q7Z3K3
Bacillus anthracis	Q9X365	O00233
Bacillus anthracis	Q9X365	Q9H078
Bacillus anthracis	Q9X365	P61604
Bacillus anthracis	Q9X365	Q9UKY1
Bacillus anthracis	Q9X365	P53804
Bacillus anthracis	Q9X365	B2R4P9
Bacillus anthracis	Q9X365	Q6ZUT9
Bacillus anthracis	Q9X365	P28290
Bacillus anthracis	Q9X365	O75643
Bacillus anthracis	Q9X365	Q8N2S1
Bacillus anthracis	Q9X365	Q9Y3X0
Bacillus anthracis	Q9X365	P13796
Bacillus anthracis	Q9X365	Q14568
Bacillus anthracis	Q9X365	P46379
Bacillus anthracis	Q9X365	P33121
Bacillus anthracis	Q9X365	Q92541
Bacillus anthracis	Q9X365	Q4G0J3
Bacillus anthracis	Q9X365	P16455
Bacillus anthracis	Q9X365	P31629
Bacillus anthracis	Q9X365	P04275
Bacillus anthracis	Q9X365	Q9NQB0
Bacillus anthracis	Q9X365	Q8N131
Bacillus anthracis	Q9X365	P10826
Bacillus anthracis	Q9X365	A8K3M3
Bacillus anthracis	Q9X365	Q9NP66
Bacillus anthracis	Q9X365	P23528
Bacillus anthracis	Q9X365	Q9NX63
Bacillus anthracis	Q9X365	Q4LDE5
Bacillus anthracis	Q9X365	P60842
Bacillus anthracis	Q9X365	Q9NNW5
Bacillus anthracis	Q9X365	O94842
Bacillus anthracis	Q9X365	O95236
Bacillus anthracis	Q9X365	Q96T58
Bacillus anthracis	Q9X365	O75197
Bacillus anthracis	Q9X365	Q9NY15
Bacillus anthracis	Q9X365	Q05084
Bacillus anthracis	Q9X365	Q8NAV2
Bacillus anthracis	Q9X365	Q14192
Bacillus anthracis	Q9X365	Q14686
Bacillus anthracis	Q9X365	P18583
Bacillus anthracis	Q9X365	P19532
Bacillus anthracis	Q9X365	Q3MIN7
Bacillus anthracis	Q9X365	P01871
Bacillus anthracis	Q9X365	P01857
Bacillus anthracis	Q9X365	Q9Y6X8
Bacillus anthracis	Q9X365	P32455
Bacillus anthracis	Q9X365	P20073
Bacillus anthracis	Q9RN24	Q9H4A3
Bacillus anthracis	Q9RN24	Q8N2S1
Bacillus anthracis	Q9RN24	Q9Y3X0
Bacillus anthracis	Q9RN24	Q04727
Bacillus anthracis	Q9RN24	A4D1N4
Bacillus anthracis	Q9RN24	Q7Z3U7
Bacillus anthracis	Q9RN24	P01877
Bacillus anthracis	Q9RN24	O60711
Bacillus anthracis	Q9RN24	Q92574
Bacillus anthracis	Q9RN24	P50416
Bacillus anthracis	Q9RN24	P13639
Bacillus anthracis	Q9RN24	P78364
Bacillus anthracis	Q9RN24	Q93063
Bacillus anthracis	Q9RN24	P46531
Bacillus anthracis	Q9RN24	Q12882
Bacillus anthracis	Q9RN24	Q14686
Bacillus anthracis	Q9RN24	P01848
Bacillus anthracis	Q9RN24	P19532
Bacillus anthracis	Q9RN24	O94842
Bacillus anthracis	Q9RN24	Q8N131
Bacillus anthracis	Q9RN24	Q05084
Bacillus anthracis	Q9RN24	O15143
Bacillus anthracis	Q9RN24	Q14568
Bacillus anthracis	Q9RN24	P02452
Bacillus anthracis	Q9RN24	P63104
Bacillus anthracis	Q9RN24	Q9UKY1
Bacillus anthracis	Q9RN24	Q92888
Bacillus anthracis	Q9RN24	Q9NP66
Bacillus anthracis	Q9RN24	Q02297
Bacillus anthracis	Q9RN24	Q9NUG4
Bacillus anthracis	Q9RMZ4	Q5RIA9
Bacillus anthracis	Q9RMZ4	Q05084
Bacillus anthracis	Q9RMZ4	P10826
Bacillus anthracis	Q9RMZ4	O14901
Bacillus anthracis	Q9RMZ4	Q92541
Bacillus anthracis	Q9RMZ4	Q2TAL8
Bacillus anthracis	Q9RMZ4	Q14192
Bacillus anthracis	Q9RMZ4	Q9H2K8
Bacillus anthracis	Q9RMZ4	O75197
Bacillus anthracis	Q9RMZ4	Q9NYI0
Bacillus anthracis	Q9RMZ3	O14901
Bacillus anthracis	Q9RMZ3	Q9Y605
Bacillus anthracis	Q9RMZ3	P84243
Bacillus anthracis	Q9RMZ3	B2R4P9
Bacillus anthracis	Q9RMZ3	P11474
Bacillus anthracis	Q9RMZ3	O94913
Bacillus anthracis	Q9RMZ3	P28290
Bacillus anthracis	Q9RMZ3	Q4G0J3
Bacillus anthracis	Q9RMZ3	Q14571
Bacillus anthracis	Q9RMZ3	Q6NZ36
Bacillus anthracis	Q9RMZ3	P42166
Bacillus anthracis	Q9RMZ3	Q12882
Bacillus anthracis	Q9RMZ3	A4D0U5
Bacillus anthracis	Q9RMZ3	Q9Y6X2
Bacillus anthracis	Q9RMZ3	Q6PKC3
Bacillus anthracis	Q9RMZ3	Q9NQB0
Bacillus anthracis	Q9RMZ3	Q9H6E5
Bacillus anthracis	Q9RMZ3	P09326
Bacillus anthracis	Q9RMZ3	P21731
Bacillus anthracis	Q9RMZ3	P31629
Bacillus anthracis	Q9RMZ3	P01732
Bacillus anthracis	Q9RMZ3	Q8N131
Bacillus anthracis	Q9RMZ3	P01857
Bacillus anthracis	Q9RMZ3	Q6P4A8
Bacillus anthracis	Q9RMZ3	Q9H4A3
Bacillus anthracis	Q9RMZ3	Q9H2G2
Bacillus anthracis	Q9RMZ3	Q8IYH5
Bacillus anthracis	Q9RMZ3	P40763
Bacillus anthracis	Q9RMZ3	P46063
Bacillus anthracis	Q9RMZ3	Q86UW6
Bacillus anthracis	Q9RMZ3	O75197
Bacillus anthracis	Q9RMZ3	Q96RU2
Bacillus anthracis	Q9RMZ3	P49407
Bacillus anthracis	Q9RMZ3	P07237
Bacillus anthracis	Q9RMZ3	Q04727
Bacillus anthracis	Q9RMZ3	P18583
Bacillus anthracis	Q9RMZ3	Q08117
Bacillus anthracis	Q9RMZ3	Q92851
Bacillus anthracis	Q9RMZ3	P50416
Bacillus anthracis	Q9RMZ3	P19338
Bacillus anthracis	Q9RMZ3	P41279
Bacillus anthracis	Q9RMZ3	Q9Y6X8
Bacillus anthracis	Q9RMZ3	P45880
Bacillus anthracis	Q9RMZ3	Q8NAV2
Bacillus anthracis	Q9RMZ3	P13639
Bacillus anthracis	Q9RMZ3	O00233
Bacillus anthracis	Q9RMZ3	P26010
Bacillus anthracis	Q9RMZ3	D0PNI1
Bacillus anthracis	Q9RMZ3	P60842
Bacillus anthracis	Q9RMZ3	Q9UL46
Bacillus anthracis	Q9RMW6	P32519
Bacillus anthracis	Q9RMW6	P27824
Bacillus anthracis	Q9RMW6	Q9BRP8
Bacillus anthracis	Q9RMW6	P07333
Bacillus anthracis	Q9RMW6	P15260
Bacillus anthracis	Q9RMW6	Q9BRJ6
Bacillus anthracis	Q9RMW6	Q9HBG7
Bacillus anthracis	Q9RMW6	Q86UW6
Bacillus anthracis	Q9RMW6	O75157
Bacillus anthracis	Q9RMW6	Q8WVX3
Yersinia pestis	Q9RID8	P60842
Yersinia pestis	Q9RID8	P01871
Yersinia pestis	Q9RID8	Q13503
Yersinia pestis	Q9RID8	Q9NPJ6
Yersinia pestis	Q9RID8	P46063
Yersinia pestis	Q9RID8	P20073
Yersinia pestis	Q9RID8	O14975
Yersinia pestis	Q9RID8	Q8N2S1
Yersinia pestis	Q9RID8	O75157
Yersinia pestis	Q9RID8	Q96LM7
Yersinia pestis	Q9RID8	O14773
Yersinia pestis	Q9RID8	Q12882
Yersinia pestis	Q9RID8	Q7L7V1
Yersinia pestis	Q9RID8	Q92888
Yersinia pestis	Q9RID8	Q9Y6X8
Yersinia pestis	Q9RID8	Q05682
Yersinia pestis	Q9RID8	Q9UGI8
Yersinia pestis	Q9RID8	Q9BS26
Yersinia pestis	Q9RID8	Q9Y4R7
