Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Yersinia pestis	Q9ZFR9	P46531
Yersinia pestis	Q9ZFR9	P32455
Yersinia pestis	Q9ZFR9	P04233
Yersinia pestis	Q9ZC81	A4D1N4
Yersinia pestis	Q9ZC81	P20700
Yersinia pestis	Q9ZC81	Q01459
Yersinia pestis	Q9ZC81	P63104
Yersinia pestis	Q9ZC81	P51808
Yersinia pestis	Q9ZC81	Q9UGI8
Yersinia pestis	Q9ZC81	P26641
Yersinia pestis	Q9ZC81	O95236
Yersinia pestis	Q9ZC81	Q9NYI0
Yersinia pestis	Q9ZC81	P13639
Yersinia pestis	Q9ZC81	P01848
Yersinia pestis	Q9ZC81	Q05084
Yersinia pestis	Q9ZC81	Q16769
Yersinia pestis	Q9ZC81	P67870
Yersinia pestis	Q9ZC81	Q14192
Yersinia pestis	Q9ZC81	P23528
Yersinia pestis	Q9ZC81	Q5RIA9
Yersinia pestis	Q9ZC81	Q6P4A8
Yersinia pestis	Q9ZC81	Q96T58
Yersinia pestis	Q9ZC81	P25025
Yersinia pestis	Q9ZC81	Q8IZH2
Yersinia pestis	Q9ZC81	P42166
Yersinia pestis	Q9ZC81	P01877
Yersinia pestis	Q9ZC81	P28290
Yersinia pestis	Q9ZC81	Q9H2K8
Yersinia pestis	Q9ZC81	Q6IQ19
Yersinia pestis	Q9ZC81	Q08117
Yersinia pestis	Q9ZC81	P41279
Yersinia pestis	Q9ZC81	P20339
Yersinia pestis	Q9ZC81	Q7Z3K3
Yersinia pestis	Q9ZC81	P32455
Yersinia pestis	Q9ZC81	P01857
Yersinia pestis	Q9ZC81	Q14686
Yersinia pestis	Q9ZC81	Q8NAV2
Yersinia pestis	Q9ZC81	Q01629
Yersinia pestis	Q9ZC81	Q9Y6X8
Yersinia pestis	Q9ZC81	Q6ZWJ1
Yersinia pestis	Q9ZC81	Q4G0J3
Yersinia pestis	Q9ZC81	O15143
Yersinia pestis	Q9ZC81	Q9NQB0
Yersinia pestis	Q9ZC81	Q8N2S1
Yersinia pestis	Q9ZC81	O75197
Yersinia pestis	Q9ZC81	Q8NDI1
Yersinia pestis	Q9ZC81	P01871
Yersinia pestis	Q9ZC81	Q6PKC3
Yersinia pestis	Q9ZC81	A8K3M3
Yersinia pestis	Q9ZC81	P46379
Yersinia pestis	Q9ZC81	D0PNI1
Yersinia pestis	Q9ZC81	Q9Y5P3
Yersinia pestis	Q9ZC81	P18583
Yersinia pestis	Q9ZC81	P78364
Yersinia pestis	Q9ZC81	Q3MIN7
Yersinia pestis	Q9ZC81	P01732
Yersinia pestis	Q9ZC81	O75376
Yersinia pestis	Q9ZC81	Q92541
Yersinia pestis	Q9ZC81	Q9H078
Yersinia pestis	Q9ZC81	Q6ZUT9
Yersinia pestis	Q9ZC81	P04275
Yersinia pestis	Q9ZC81	P26010
Yersinia pestis	Q9ZC81	P50416
Yersinia pestis	Q9ZC68	P84243
Yersinia pestis	Q9ZC68	A4D1N4
Yersinia pestis	Q9ZC68	P33121
Yersinia pestis	Q9ZC68	Q8NAV2
Yersinia pestis	Q9ZC68	O75197
Yersinia pestis	Q9ZC68	P18583
Yersinia pestis	Q9ZC68	P55287
Yersinia pestis	Q9ZC68	P42166
Yersinia pestis	Q9ZC68	P19532
Yersinia pestis	Q9ZC68	P10826
Yersinia pestis	Q9ZC68	Q8N2S1
Yersinia pestis	Q9ZC68	P60842
Yersinia pestis	Q9ZC68	P20073
Yersinia pestis	Q9ZC68	Q9NYI0
Yersinia pestis	Q9ZC68	Q9NY15
Yersinia pestis	Q9ZC68	P23528
Yersinia pestis	Q9ZC68	Q9ULF5
Yersinia pestis	Q9ZC68	A8K3M3
Yersinia pestis	Q9ZC68	Q96T58
Yersinia pestis	Q9ZC68	Q8NDI1
Yersinia pestis	Q9ZC68	Q92888
Yersinia pestis	Q9ZC68	Q9UBK9
Yersinia pestis	Q9ZC68	Q9H078
Yersinia pestis	Q9ZC68	Q9H2K8
Yersinia pestis	Q9ZC68	Q14686
Yersinia pestis	Q9ZC68	Q6PKC3
Yersinia pestis	Q9ZC68	P50416
Yersinia pestis	Q9ZC68	P11474
Yersinia pestis	Q9ZC68	P04233
Yersinia pestis	Q9ZC68	Q4G0J3
Yersinia pestis	Q9ZC68	P31629
Yersinia pestis	Q9ZC68	P45880
Yersinia pestis	Q9ZC68	Q01459
Yersinia pestis	Q9ZC68	Q9NX63
Yersinia pestis	Q9ZC68	Q9Y6X8
Yersinia pestis	Q9ZC68	P26010
Yersinia pestis	Q9ZC68	P02452
Yersinia pestis	Q9ZC68	Q9NP66
Yersinia pestis	Q9ZC68	P78364
Yersinia pestis	Q9ZC68	Q8N196
Yersinia pestis	Q9ZC68	O14901
Yersinia pestis	Q9ZC68	Q9NNW5
Yersinia pestis	Q9ZC68	Q6IQ19
Yersinia pestis	Q9ZC68	Q9Y5P3
Yersinia pestis	Q9ZC68	Q9UGI8
Yersinia pestis	Q9ZC68	P20339
Yersinia pestis	Q9ZC68	Q16769
Yersinia pestis	Q9ZC68	P18031
Yersinia pestis	Q9ZC68	P32455
Yersinia pestis	Q9ZC68	P21731
Yersinia pestis	Q9ZC68	Q9NQB0
Yersinia pestis	Q9ZC68	P01871
Yersinia pestis	Q9ZC68	Q7Z3U7
Yersinia pestis	Q9ZC68	Q8WXI9
Yersinia pestis	Q9ZC68	Q9Y3X0
Yersinia pestis	Q9ZC68	Q6ZWJ1
Yersinia pestis	Q9ZC68	P01857
Yersinia pestis	Q9ZC68	O00233
Yersinia pestis	Q9ZC68	P19338
Yersinia pestis	Q9ZC68	Q7Z3K3
Yersinia pestis	Q9ZC68	P61604
Yersinia pestis	Q9ZC68	Q9BSJ8
Yersinia pestis	Q9ZC68	P30480
Yersinia pestis	Q9ZC68	P19838
Yersinia pestis	Q9ZC68	P07237
Yersinia pestis	Q9ZC68	P16455
Yersinia pestis	Q9ZC68	Q9H4A3
Yersinia pestis	Q9ZC68	O60318
Yersinia pestis	Q9ZC68	P53804
Yersinia pestis	Q9ZC68	P49585
Yersinia pestis	Q9ZC68	Q8N131
Yersinia pestis	Q9ZC68	P17931
Yersinia pestis	Q9ZC68	P04275
Yersinia pestis	Q9ZC68	P13639
Yersinia pestis	Q9ZC68	P13796
Yersinia pestis	Q9ZC68	P46531
Yersinia pestis	Q9ZC68	Q05682
Yersinia pestis	Q9ZC68	Q92541
Yersinia pestis	Q9ZC68	Q01081
Yersinia pestis	Q9ZC68	Q05084
Yersinia pestis	Q9ZC68	Q92574
Yersinia pestis	Q9ZC68	O94842
Yersinia pestis	Q9ZC68	Q14568
Yersinia pestis	Q9ZC68	Q14571
Yersinia pestis	Q9ZC68	Q5RIA9
Yersinia pestis	Q9ZC68	P01877
Yersinia pestis	Q9ZC68	P46379
Yersinia pestis	Q9ZC68	A4D0U5
Yersinia pestis	Q9ZC68	P41279
Yersinia pestis	Q9ZC68	Q08117
Yersinia pestis	Q9ZC68	B2R4P9
Yersinia pestis	Q9ZC68	Q96A84
Yersinia pestis	Q9ZC68	Q2TAL8
Yersinia pestis	Q9ZC68	Q14192
Yersinia pestis	Q9ZC68	P25025
Yersinia pestis	Q9ZC68	Q92851
Yersinia pestis	Q9ZC68	O95236
Yersinia pestis	Q9ZC68	Q15751
Yersinia pestis	Q9ZC68	Q6ZUT9
Yersinia pestis	Q9ZC68	P46063
Yersinia pestis	Q9ZC68	Q02297
Yersinia pestis	Q9ZC68	Q7Z4H7
Yersinia pestis	Q9ZC68	P28290
Yersinia pestis	Q9ZC68	Q9UKY1
Yersinia pestis	Q9ZC68	O15143
Yersinia pestis	Q9ZC68	P26641
Yersinia pestis	Q9ZC63	Q8WXI9
Yersinia pestis	Q9ZC63	Q8N2S1
Yersinia pestis	Q9ZC63	Q96T58
Yersinia pestis	Q9ZC63	Q9H4A3
Yersinia pestis	Q9ZC63	Q05682
Yersinia pestis	Q9ZC63	Q7Z3K3
Yersinia pestis	Q9ZC63	Q9NNW5
Yersinia pestis	Q9ZC63	P25025
Yersinia pestis	Q9ZC63	Q9Y5P3
Yersinia pestis	Q9ZC63	P04233
Yersinia pestis	Q9ZC63	P04275
Yersinia pestis	Q9ZC63	P84243
Yersinia pestis	Q9ZC63	Q01459
Yersinia pestis	Q9ZC63	O75643
Yersinia pestis	Q9ZC63	Q14686
Yersinia pestis	Q9ZC63	P53365
Yersinia pestis	Q9ZC63	Q9BSJ8
Yersinia pestis	Q9ZC63	P07237
Yersinia pestis	Q9ZC63	Q96A84
Yersinia pestis	Q9ZC63	A8K3M3
Yersinia pestis	Q9ZC63	P01871
Yersinia pestis	Q9ZC63	Q15751
Yersinia pestis	Q9ZC63	Q2TAL8
Yersinia pestis	Q9ZC63	Q9NQB0
Yersinia pestis	Q9ZC63	P46379
Yersinia pestis	Q9ZC63	P78364
Yersinia pestis	Q9ZC63	P50416
Yersinia pestis	Q9ZC63	Q9BVC6
Yersinia pestis	Q9ZC63	P61604
Yersinia pestis	Q9ZC63	P19338
Yersinia pestis	Q9ZC63	Q9Y6X8
Yersinia pestis	Q9ZC63	O60711
Yersinia pestis	Q9ZC63	P10826
Yersinia pestis	Q9ZC63	Q7Z3U7
Yersinia pestis	Q9ZC63	P23528
Yersinia pestis	Q9ZC63	O14901
Yersinia pestis	Q9ZC63	Q96CW5
Yersinia pestis	Q9ZC63	P16455
Yersinia pestis	Q9ZC63	P33121
Yersinia pestis	Q9ZC63	Q9NP66
Yersinia pestis	Q9ZC61	Q05682
Yersinia pestis	Q9ZC61	P60842
Yersinia pestis	Q9ZC61	Q7L7V1
Yersinia pestis	Q9ZC61	Q86SZ7
Yersinia pestis	Q9ZC61	P63104
Yersinia pestis	Q9ZC61	P19838
Yersinia pestis	Q9ZC61	P31153
Yersinia pestis	Q9ZC61	P53365
Yersinia pestis	Q9ZC61	Q8IYH5
Yersinia pestis	Q9ZC61	Q7Z4H7
Yersinia pestis	Q9ZC61	P07237
Yersinia pestis	Q9ZC61	P29350
Yersinia pestis	Q9ZC61	Q9UGI8
Yersinia pestis	Q9ZC61	Q92851
Yersinia pestis	Q9ZC61	P30480
Yersinia pestis	Q9ZC61	Q9Y6X2
Yersinia pestis	Q9ZC61	P01848
Yersinia pestis	Q9ZC61	Q8NDI1
Yersinia pestis	Q9ZC61	Q9UL46
Yersinia pestis	Q9ZC61	A4D0U5
Yersinia pestis	Q9ZC54	Q6NZ36
Yersinia pestis	Q9ZC54	P01871
Yersinia pestis	Q9ZC54	Q7Z4H7
Yersinia pestis	Q9ZC54	Q05084
Yersinia pestis	Q9ZC54	P04275
Yersinia pestis	Q9ZC54	P33121
Yersinia pestis	Q9ZC54	Q9NX63
Yersinia pestis	Q9ZC54	P01877
Yersinia pestis	Q9ZC54	P18583
Yersinia pestis	Q9ZC54	P84243
Yersinia pestis	Q9ZC54	Q9NYI0
Yersinia pestis	Q9ZC54	Q9NQB0
Yersinia pestis	Q9ZC54	Q8WXI9
Yersinia pestis	Q9ZC54	P50416
Yersinia pestis	Q9ZC54	Q9NNW5
Yersinia pestis	Q9ZC54	P13639
Yersinia pestis	Q9ZC54	Q8N131
Yersinia pestis	Q9ZC54	O14901
Yersinia pestis	Q9ZC54	P46531
Yersinia pestis	Q9ZC54	P20073
Yersinia pestis	Q9ZC51	P17931
Yersinia pestis	Q9ZC51	P04275
Yersinia pestis	Q9ZC51	Q08117
Yersinia pestis	Q9ZC51	Q5RIA9
Yersinia pestis	Q9ZC51	Q9UGI8
Yersinia pestis	Q9ZC51	Q9H2K8
Yersinia pestis	Q9ZC51	Q14686
Yersinia pestis	Q9ZC51	P01871
Yersinia pestis	Q9ZC51	P26010
Yersinia pestis	Q9ZC51	P61604
Yersinia pestis	Q9ZC51	Q9BSJ8
Yersinia pestis	Q9ZC51	P02452
Yersinia pestis	Q9ZC51	Q02297
Yersinia pestis	Q9ZC51	Q9NY15
Yersinia pestis	Q9ZC51	A4D0U5
Yersinia pestis	Q9ZC51	P46531
Yersinia pestis	Q9ZC51	Q8N2S1
Yersinia pestis	Q9ZC51	Q01459
Yersinia pestis	Q9ZC51	P04233
Yersinia pestis	Q9ZC51	P01857
Yersinia pestis	Q9ZC50	O14901
Yersinia pestis	Q9ZC50	P32455
Yersinia pestis	Q9ZC50	Q9NQB0
Yersinia pestis	Q9ZC50	Q14571
Yersinia pestis	Q9ZC50	Q7Z3K3
Yersinia pestis	Q9ZC50	A4D0U5
Yersinia pestis	Q9ZC50	Q9UKY1
Yersinia pestis	Q9ZC50	P02452
Yersinia pestis	Q9ZC50	Q9H078
Yersinia pestis	Q9ZC50	P60842
Yersinia pestis	Q9ZC50	Q9Y6X8
Yersinia pestis	Q9ZC50	O60318
Yersinia pestis	Q9ZC50	Q16769
Yersinia pestis	Q9ZC50	P16455
Yersinia pestis	Q9ZC50	O75197
Yersinia pestis	Q9ZC50	Q9H2K8
Yersinia pestis	Q9ZC50	Q9UGI8
Yersinia pestis	Q9ZC50	P19338
Yersinia pestis	Q9ZC50	P18031
Yersinia pestis	Q9ZC50	Q14686
Yersinia pestis	Q9ZC50	Q9NX63
Yersinia pestis	Q9ZC50	Q9H4A3
Yersinia pestis	Q9ZC50	P55287
Yersinia pestis	Q9ZC50	Q08117
Yersinia pestis	Q9ZC50	Q9ULF5
Yersinia pestis	Q9ZC50	Q8NDI1
Yersinia pestis	Q9ZC50	P11474
Yersinia pestis	Q9ZC50	P01871
Yersinia pestis	Q9ZC50	P61604
Yersinia pestis	Q9ZC50	Q05084
Yersinia pestis	Q9ZC50	P26010
Yersinia pestis	Q9ZC50	P01857
Yersinia pestis	Q9ZC50	Q92851
Yersinia pestis	Q9ZC50	P46531
Yersinia pestis	Q9ZC50	P30480
Yersinia pestis	Q9ZC50	P04233
Yersinia pestis	Q9ZC50	P31629
Yersinia pestis	Q9ZC50	Q5RIA9
Yersinia pestis	Q9ZC50	P07237
Yersinia pestis	Q9ZC50	A4D1N4
Yersinia pestis	Q9ZC50	O95236
Yersinia pestis	Q9ZC50	Q05682
Yersinia pestis	Q9ZC50	P41279
Yersinia pestis	Q9ZC50	P04275
Yersinia pestis	Q9ZC50	P01877
Yersinia pestis	Q9ZC50	P53804
Yersinia pestis	Q9ZC50	P42166
Yersinia pestis	Q9ZC50	P50416
Yersinia pestis	Q9ZC50	P49585
Yersinia pestis	Q9ZC50	Q92574
Yersinia pestis	Q9ZC50	O94842
Yersinia pestis	Q9ZC50	Q9Y5P3
Yersinia pestis	Q9ZC50	P84243
Yersinia pestis	Q9ZC50	P46379
Yersinia pestis	Q9ZC50	Q14192
Yersinia pestis	Q9ZC50	P25025
Yersinia pestis	Q9ZC50	Q01459
Yersinia pestis	Q9ZC50	Q9NY15
Yersinia pestis	Q9ZC50	Q02297
Yersinia pestis	Q9ZC50	P17931
Yersinia pestis	Q9ZC29	Q7Z3K3
Yersinia pestis	Q9ZC29	O95236
Yersinia pestis	Q9ZC29	Q02297
Yersinia pestis	Q9ZC29	Q8WXI9
Yersinia pestis	Q9ZC29	P10826
Yersinia pestis	Q9ZC29	Q4G0J3
Yersinia pestis	Q9ZC29	Q92851
Yersinia pestis	Q9ZC29	P19338
Yersinia pestis	Q9ZC29	P61604
Yersinia pestis	Q9ZC29	B2R4P9
Yersinia pestis	Q9ZC29	Q14571
Yersinia pestis	Q9ZC29	P45880
Yersinia pestis	Q9ZC29	O15143
Yersinia pestis	Q9ZC29	Q92888
Yersinia pestis	Q9ZC29	P16455
Yersinia pestis	Q9ZC29	Q96A84
Yersinia pestis	Q9ZC29	P19532
Yersinia pestis	Q9ZC29	Q9UBK9
Yersinia pestis	Q9ZC29	P28290
Yersinia pestis	Q9ZC29	A4D1N4
Yersinia pestis	Q9Z3B4	O60318
Yersinia pestis	Q9Z3B4	O00233
Yersinia pestis	Q9Z3B4	P19532
Yersinia pestis	Q9Z3B4	Q6IQ19
Yersinia pestis	Q9Z3B4	O14901
Yersinia pestis	Q9Z3B4	Q8NDI1
Yersinia pestis	Q9Z3B4	P21731
Yersinia pestis	Q9Z3B4	Q3MIN7
Yersinia pestis	Q9Z3B4	P60842
Yersinia pestis	Q9Z3B4	O75643
Yersinia pestis	Q9Z3B4	Q05682
Yersinia pestis	Q9Z3B4	Q9Y5P3
Yersinia pestis	Q9Z3B4	P46063
Yersinia pestis	Q9Z3B4	P31629
Yersinia pestis	Q9Z3B4	P32455
Yersinia pestis	Q9Z3B4	Q01459
Yersinia pestis	Q9Z3B4	P45880
Yersinia pestis	Q9Z3B4	Q9NY15
Yersinia pestis	Q9Z3B4	Q9BSJ8
Yersinia pestis	Q9Z3B4	P13796
Yersinia pestis	Q9Z3B4	P55287
Yersinia pestis	Q9Z3B4	P33121
Yersinia pestis	Q9Z3B4	Q96T58
Yersinia pestis	Q9Z3B4	P25025
Yersinia pestis	Q9Z3B4	P04233
Yersinia pestis	Q9Z3B4	P46379
Yersinia pestis	Q9Z3B4	P01871
Yersinia pestis	Q9Z3B4	Q9ULF5
Yersinia pestis	Q9Z3B4	A8K3M3
Yersinia pestis	Q9Z3B4	P50416
Yersinia pestis	Q9Z3B4	O15143
Yersinia pestis	Q9Z3B4	P07237
Yersinia pestis	Q9Z3B4	A4D0U5
Yersinia pestis	Q9Z3B4	P84243
Yersinia pestis	Q9Z3B4	Q8N196
Yersinia pestis	Q9Z3B4	Q9H078
Yersinia pestis	Q9Z3B4	Q02297
Yersinia pestis	Q9Z3B4	Q8WXI9
Yersinia pestis	Q9Z3B4	Q9NQB0
Yersinia pestis	Q9Z3B4	P16455
Yersinia pestis	Q9Z381	Q13503
Yersinia pestis	Q9Z381	P52630
Yersinia pestis	Q9Z381	Q6ZUT9
Yersinia pestis	Q9Z381	Q6NZ36
Yersinia pestis	Q9Z381	P53804
Yersinia pestis	Q9Z381	Q6DJT9
Yersinia pestis	Q9Z381	P17931
Yersinia pestis	Q9Z381	Q93063
Yersinia pestis	Q9Z381	Q9ULF5
Yersinia pestis	Q9Z381	Q15388
Yersinia pestis	Q9Z381	Q01629
Yersinia pestis	Q9Z381	P20073
Yersinia pestis	Q9Z381	Q9Y6X2
Yersinia pestis	Q9Z381	P10826
Yersinia pestis	Q9Z381	O75197
Yersinia pestis	Q9Z381	Q9Y4R7
Yersinia pestis	Q9Z381	Q6IQ19
Yersinia pestis	Q9Z381	P63104
Yersinia pestis	Q9Z381	A4D1N4
Yersinia pestis	Q9Z381	P32455
Yersinia pestis	Q9Z381	Q7L7V1
Yersinia pestis	Q9Z381	Q9Y6X8
Yersinia pestis	Q9Z381	P27986
Yersinia pestis	Q9Z381	P31629
Yersinia pestis	Q9Z381	P61604
Yersinia pestis	Q9Z381	P01877
Yersinia pestis	Q9Z381	Q9NYI0
Yersinia pestis	Q9Z381	Q9H2G2
Yersinia pestis	Q9Z381	Q9Y3X0
Yersinia pestis	Q9Z381	P40763
Yersinia pestis	Q9Z381	P07225
Yersinia pestis	Q9Z381	P26010
Yersinia pestis	Q9Z381	Q8IYH5
Yersinia pestis	Q9Z381	P20339
Yersinia pestis	Q9Z381	Q9Y5P3
Yersinia pestis	Q9Z381	Q96CW5
Yersinia pestis	Q9Z381	O14901
Yersinia pestis	Q9Z381	Q9UGI8
Yersinia pestis	Q9Z381	P33121
Yersinia pestis	Q9Z381	O75157
Yersinia pestis	Q9Z375	P01871
Yersinia pestis	Q9Z375	Q01459
Yersinia pestis	Q9Z375	P01857
Yersinia pestis	Q9Z375	Q5RIA9
Yersinia pestis	Q9Z375	P19338
Yersinia pestis	Q9Z375	P26010
Yersinia pestis	Q9Z375	P02452
Yersinia pestis	Q9Z375	A4D0U5
Yersinia pestis	Q9Z375	P61604
Yersinia pestis	Q9Z375	Q8N2S1
Yersinia pestis	Q9Z375	Q08117
Yersinia pestis	Q9Z375	Q9BSJ8
Yersinia pestis	Q9Z375	Q02297
Yersinia pestis	Q9Z375	Q9NY15
Yersinia pestis	Q9Z375	Q8NDI1
Yersinia pestis	Q9Z375	P17931
Yersinia pestis	Q9Z375	P04275
Yersinia pestis	Q9Z375	Q9UGI8
Yersinia pestis	Q9Z375	Q9H2K8
Yersinia pestis	Q9Z375	Q14686
Yersinia pestis	Q9Z375	Q16769
Yersinia pestis	Q9Z375	P46531
Yersinia pestis	Q9Z375	P32455
Yersinia pestis	Q9Z375	P04233
Yersinia pestis	Q9Z373	Q9BU40
Yersinia pestis	Q9Z373	O94760
Yersinia pestis	Q9Z373	P57088
Yersinia pestis	Q9Z373	Q7Z388
Yersinia pestis	Q9Z373	O14494
Yersinia pestis	Q9Z373	Q96G97
Yersinia pestis	Q9Z373	Q2TAL8
Yersinia pestis	Q9Z373	Q9UBU9
Yersinia pestis	Q9Z373	Q07955
Yersinia pestis	Q9Z373	Q8NDX5
Yersinia pestis	Q9Z373	Q6P179
Yersinia pestis	Q9Z373	Q16698
Yersinia pestis	Q9Z373	P05556
Yersinia pestis	Q9Z373	O00622
Yersinia pestis	Q9Z373	Q86UA1
Yersinia pestis	Q9Z373	A6NHR9
Yersinia pestis	Q9Z373	Q8WZ64
Yersinia pestis	Q9Z373	P55795
Yersinia pestis	Q9Z373	P13501
Yersinia pestis	Q9Z373	Q9H5I1
Yersinia pestis	Q9Z373	Q96CN9
Yersinia pestis	Q9Z373	P41229
Yersinia pestis	Q9Z373	O15050
Yersinia pestis	Q9Z373	Q05209
Yersinia pestis	Q9Z373	O75385
Yersinia pestis	Q9Z373	Q14C61
Yersinia pestis	Q9Z373	O00629
Yersinia pestis	Q9Z373	P36406
Yersinia pestis	Q9Z373	Q8TD16
Yersinia pestis	Q9Z373	P50221
Yersinia pestis	Q9Z373	P13639
Yersinia pestis	Q9Z373	P49759
Yersinia pestis	Q9Z373	Q92765
Yersinia pestis	Q9Z373	Q99767
Yersinia pestis	Q9Z373	P15735
Yersinia pestis	Q9Z373	P14550
Yersinia pestis	Q9Z373	O75096
Yersinia pestis	Q9Z373	P59998
Yersinia pestis	Q9Z373	Q7Z591
Yersinia pestis	Q9Z373	Q99873
Yersinia pestis	Q9Z373	Q14677
Yersinia pestis	Q9Z373	Q7L3B6
Yersinia pestis	Q9Z373	Q96FZ5
Yersinia pestis	Q9Z373	Q92575
Yersinia pestis	Q9Z373	Q9NUV9
Yersinia pestis	Q9Z373	P15311
Yersinia pestis	Q9Z373	Q9UBV2
Yersinia pestis	Q9Z373	O14786
Yersinia pestis	Q9Z373	O43760
Yersinia pestis	Q9Z373	P04150
Yersinia pestis	Q9Z373	Q9P0W2
Yersinia pestis	Q9Z373	Q8N5D6
Yersinia pestis	Q9Z373	P36543
Yersinia pestis	Q9Z373	P19105
Yersinia pestis	Q9Z373	O43166
Yersinia pestis	Q9Z373	Q96KG9
Yersinia pestis	Q9Z373	Q8WTR4
Yersinia pestis	Q9Z373	O00267
Yersinia pestis	Q9Z373	Q15014
Yersinia pestis	Q9Z373	P09917
Yersinia pestis	Q9Z373	Q9Y5X9
Yersinia pestis	Q9Z373	Q9Y5S2
Yersinia pestis	Q9Z373	P43116
Yersinia pestis	Q9Z373	P01834
Yersinia pestis	Q9Z373	Q96ED9
Yersinia pestis	Q9Z373	Q709C8
Yersinia pestis	Q9Z373	P98171
Yersinia pestis	Q9Z373	Q12789
Yersinia pestis	Q9Z373	P08603
Yersinia pestis	Q9Z373	Q9C0B5
Yersinia pestis	Q9Z373	P28070
Yersinia pestis	Q9Z373	Q9Y484
Yersinia pestis	Q9Z373	Q9BSI4
Yersinia pestis	Q9Z373	Q2M385
Yersinia pestis	Q9Z373	P02461
Yersinia pestis	Q9Z373	Q92685
Yersinia pestis	Q9Z373	Q8NFM4
Yersinia pestis	Q9Z373	Q5J8M3
Yersinia pestis	Q9Z373	A8K451
Yersinia pestis	Q9Z373	Q9UNE2
Yersinia pestis	Q9Z373	Q69YN4
Yersinia pestis	Q9Z373	O43896
Yersinia pestis	Q9Z373	Q9Y2Z0
Yersinia pestis	Q9Z373	Q8WTX9
Yersinia pestis	Q9Z373	Q14954
Yersinia pestis	Q9Z373	Q9Y3C0
Yersinia pestis	Q9Z373	Q7Z6J2
Yersinia pestis	Q9Z373	P02745
Yersinia pestis	Q9Z373	Q9NPH2
Yersinia pestis	Q9Z373	P13236
Yersinia pestis	Q9Z373	P34810
Yersinia pestis	Q9Z373	Q9NXF8
Yersinia pestis	Q9Z373	Q3YBR2
Yersinia pestis	Q9Z373	Q9Y3S2
Yersinia pestis	Q9Z373	P0DMV8
Yersinia pestis	Q9Z373	Q9UKJ1
Yersinia pestis	Q9Z373	Q5T4T6
Yersinia pestis	Q9Z373	Q13490
Yersinia pestis	Q9Z373	Q96BD0
Yersinia pestis	Q9Z373	P14868
Yersinia pestis	Q9X6B7	P49585
Yersinia pestis	Q9X6B7	P53365
Yersinia pestis	Q9X6B7	Q9BSJ8
Yersinia pestis	Q9X6B7	Q9UKA1
Yersinia pestis	Q9X6B7	O75197
Yersinia pestis	Q9X6B7	O60711
Yersinia pestis	Q9X6B7	Q9H6E5
Yersinia pestis	Q9X6B7	P46379
Yersinia pestis	Q9X6B7	P35658
Yersinia pestis	Q9X6B7	Q2TAL8
Yersinia pestis	Q9X6B7	Q9BY50
Yersinia pestis	Q9X6B7	Q6IQ19
Yersinia pestis	Q9X6B7	Q9Y605
Yersinia pestis	Q9X6B7	Q3MIN7
Yersinia pestis	Q9X6B7	Q92541
